"subplot_name","subplot_id","plot_name","accession_name","plot_number","block_number","is_a_control","rep_number","row_number","col_number","subplot_number"
"CU_ARS_2026_WOP_143_subplot_1","755485","CU_ARS_2026_WOP_143","FLLA17088-61","143","3","","1","8","18","1"
"CU_ARS_2026_WOP_143_subplot_2","755486","CU_ARS_2026_WOP_143","FLLA17088-61","143","3","","1","8","18","2"
"CU_ARS_2026_WOP_143_subplot_3","755487","CU_ARS_2026_WOP_143","FLLA17088-61","143","3","","1","8","18","3"
"CU_ARS_2026_WOP_144_subplot_1","756286","CU_ARS_2026_WOP_144","FLLA17088-61","144","3","","1","8","17","1"
"CU_ARS_2026_WOP_144_subplot_2","756287","CU_ARS_2026_WOP_144","FLLA17088-61","144","3","","1","8","17","2"
"CU_ARS_2026_WOP_144_subplot_3","756288","CU_ARS_2026_WOP_144","FLLA17088-61","144","3","","1","8","17","3"
"CU_ARS_2026_WOP_145_subplot_1","756574","CU_ARS_2026_WOP_145","NC21-6429","145","3","","1","8","16","1"
"CU_ARS_2026_WOP_145_subplot_2","756575","CU_ARS_2026_WOP_145","NC21-6429","145","3","","1","8","16","2"
"CU_ARS_2026_WOP_145_subplot_3","756576","CU_ARS_2026_WOP_145","NC21-6429","145","3","","1","8","16","3"
"CU_ARS_2026_WOP_146_subplot_1","755542","CU_ARS_2026_WOP_146","NC21-6429","146","3","","1","8","15","1"
"CU_ARS_2026_WOP_146_subplot_2","755543","CU_ARS_2026_WOP_146","NC21-6429","146","3","","1","8","15","2"
"CU_ARS_2026_WOP_146_subplot_3","755544","CU_ARS_2026_WOP_146","NC21-6429","146","3","","1","8","15","3"
"CU_ARS_2026_WOP_147_subplot_1","755413","CU_ARS_2026_WOP_147","NC21-6492","147","3","","1","8","14","1"
"CU_ARS_2026_WOP_147_subplot_2","755414","CU_ARS_2026_WOP_147","NC21-6492","147","3","","1","8","14","2"
"CU_ARS_2026_WOP_147_subplot_3","755415","CU_ARS_2026_WOP_147","NC21-6492","147","3","","1","8","14","3"
"CU_ARS_2026_WOP_148_subplot_1","755887","CU_ARS_2026_WOP_148","NC21-6492","148","3","","1","8","13","1"
"CU_ARS_2026_WOP_148_subplot_2","755888","CU_ARS_2026_WOP_148","NC21-6492","148","3","","1","8","13","2"
"CU_ARS_2026_WOP_148_subplot_3","755889","CU_ARS_2026_WOP_148","NC21-6492","148","3","","1","8","13","3"
"CU_ARS_2026_WOP_149_subplot_1","755668","CU_ARS_2026_WOP_149","TX19CAS0057","149","3","","1","8","12","1"
"CU_ARS_2026_WOP_149_subplot_2","755669","CU_ARS_2026_WOP_149","TX19CAS0057","149","3","","1","8","12","2"
"CU_ARS_2026_WOP_149_subplot_3","755670","CU_ARS_2026_WOP_149","TX19CAS0057","149","3","","1","8","12","3"
"CU_ARS_2026_WOP_150_subplot_1","756475","CU_ARS_2026_WOP_150","TX19CAS0057","150","3","","1","8","11","1"
"CU_ARS_2026_WOP_150_subplot_2","756476","CU_ARS_2026_WOP_150","TX19CAS0057","150","3","","1","8","11","2"
"CU_ARS_2026_WOP_150_subplot_3","756477","CU_ARS_2026_WOP_150","TX19CAS0057","150","3","","1","8","11","3"
"CU_ARS_2026_WOP_151_subplot_1","756517","CU_ARS_2026_WOP_151","NF99414-1","151","3","","1","8","10","1"
"CU_ARS_2026_WOP_151_subplot_2","756518","CU_ARS_2026_WOP_151","NF99414-1","151","3","","1","8","10","2"
"CU_ARS_2026_WOP_151_subplot_3","756519","CU_ARS_2026_WOP_151","NF99414-1","151","3","","1","8","10","3"
"CU_ARS_2026_WOP_152_subplot_1","755557","CU_ARS_2026_WOP_152","NF99414-1","152","3","","1","8","9","1"
"CU_ARS_2026_WOP_152_subplot_2","755558","CU_ARS_2026_WOP_152","NF99414-1","152","3","","1","8","9","2"
"CU_ARS_2026_WOP_152_subplot_3","755559","CU_ARS_2026_WOP_152","NF99414-1","152","3","","1","8","9","3"
"CU_ARS_2026_WOP_153_subplot_1","755410","CU_ARS_2026_WOP_153","SCLA17080SBS-4-2","153","3","","1","8","8","1"
"CU_ARS_2026_WOP_153_subplot_2","755411","CU_ARS_2026_WOP_153","SCLA17080SBS-4-2","153","3","","1","8","8","2"
"CU_ARS_2026_WOP_153_subplot_3","755412","CU_ARS_2026_WOP_153","SCLA17080SBS-4-2","153","3","","1","8","8","3"
"CU_ARS_2026_WOP_154_subplot_1","756193","CU_ARS_2026_WOP_154","SCLA17080SBS-4-2","154","3","","1","8","7","1"
"CU_ARS_2026_WOP_154_subplot_2","756194","CU_ARS_2026_WOP_154","SCLA17080SBS-4-2","154","3","","1","8","7","2"
"CU_ARS_2026_WOP_154_subplot_3","756195","CU_ARS_2026_WOP_154","SCLA17080SBS-4-2","154","3","","1","8","7","3"
"CU_ARS_2026_WOP_155_subplot_1","756511","CU_ARS_2026_WOP_155","NC21-6492","155","4","","1","8","6","1"
"CU_ARS_2026_WOP_155_subplot_2","756512","CU_ARS_2026_WOP_155","NC21-6492","155","4","","1","8","6","2"
"CU_ARS_2026_WOP_155_subplot_3","756513","CU_ARS_2026_WOP_155","NC21-6492","155","4","","1","8","6","3"
"CU_ARS_2026_WOP_156_subplot_1","755473","CU_ARS_2026_WOP_156","NC21-6492","156","4","","1","8","5","1"
"CU_ARS_2026_WOP_156_subplot_2","755474","CU_ARS_2026_WOP_156","NC21-6492","156","4","","1","8","5","2"
"CU_ARS_2026_WOP_156_subplot_3","755475","CU_ARS_2026_WOP_156","NC21-6492","156","4","","1","8","5","3"
"CU_ARS_2026_WOP_157_subplot_1","755494","CU_ARS_2026_WOP_157","NC17-6440","157","4","","1","8","4","1"
"CU_ARS_2026_WOP_157_subplot_2","755495","CU_ARS_2026_WOP_157","NC17-6440","157","4","","1","8","4","2"
"CU_ARS_2026_WOP_157_subplot_3","755496","CU_ARS_2026_WOP_157","NC17-6440","157","4","","1","8","4","3"
"CU_ARS_2026_WOP_158_subplot_1","755983","CU_ARS_2026_WOP_158","NC17-6440","158","4","","1","8","3","1"
"CU_ARS_2026_WOP_158_subplot_2","755984","CU_ARS_2026_WOP_158","NC17-6440","158","4","","1","8","3","2"
"CU_ARS_2026_WOP_158_subplot_3","755985","CU_ARS_2026_WOP_158","NC17-6440","158","4","","1","8","3","3"
"CU_ARS_2026_WOP_159_subplot_1","755584","CU_ARS_2026_WOP_159","NF12AS-73-4_3","159","4","","1","8","2","1"
"CU_ARS_2026_WOP_159_subplot_2","755585","CU_ARS_2026_WOP_159","NF12AS-73-4_3","159","4","","1","8","2","2"
"CU_ARS_2026_WOP_159_subplot_3","755586","CU_ARS_2026_WOP_159","NF12AS-73-4_3","159","4","","1","8","2","3"
"CU_ARS_2026_WOP_160_subplot_1","756115","CU_ARS_2026_WOP_160","NC21-6475","160","4","","1","8","1","1"
"CU_ARS_2026_WOP_160_subplot_2","756116","CU_ARS_2026_WOP_160","NC21-6475","160","4","","1","8","1","2"
"CU_ARS_2026_WOP_160_subplot_3","756117","CU_ARS_2026_WOP_160","NC21-6475","160","4","","1","8","1","3"
"CU_ARS_2026_WOP_161_subplot_1","756223","CU_ARS_2026_WOP_161","NC21-6475","161","4","","1","9","1","1"
"CU_ARS_2026_WOP_161_subplot_2","756224","CU_ARS_2026_WOP_161","NC21-6475","161","4","","1","9","1","2"
"CU_ARS_2026_WOP_161_subplot_3","756225","CU_ARS_2026_WOP_161","NC21-6475","161","4","","1","9","1","3"
"CU_ARS_2026_WOP_162_subplot_1","755899","CU_ARS_2026_WOP_162","SCLA17030SBSS-57-1","162","4","","1","9","2","1"
"CU_ARS_2026_WOP_162_subplot_2","755900","CU_ARS_2026_WOP_162","SCLA17030SBSS-57-1","162","4","","1","9","2","2"
"CU_ARS_2026_WOP_162_subplot_3","755901","CU_ARS_2026_WOP_162","SCLA17030SBSS-57-1","162","4","","1","9","2","3"
"CU_ARS_2026_WOP_163_subplot_1","755731","CU_ARS_2026_WOP_163","SCLA17030SBSS-57-1","163","4","","1","9","3","1"
"CU_ARS_2026_WOP_163_subplot_2","755732","CU_ARS_2026_WOP_163","SCLA17030SBSS-57-1","163","4","","1","9","3","2"
"CU_ARS_2026_WOP_163_subplot_3","755733","CU_ARS_2026_WOP_163","SCLA17030SBSS-57-1","163","4","","1","9","3","3"
"CU_ARS_2026_WOP_164_subplot_1","756478","CU_ARS_2026_WOP_164","NF13-4157-4_2","164","4","","1","9","4","1"
"CU_ARS_2026_WOP_164_subplot_2","756479","CU_ARS_2026_WOP_164","NF13-4157-4_2","164","4","","1","9","4","2"
"CU_ARS_2026_WOP_164_subplot_3","756480","CU_ARS_2026_WOP_164","NF13-4157-4_2","164","4","","1","9","4","3"
"CU_ARS_2026_WOP_165_subplot_1","756220","CU_ARS_2026_WOP_165","NF13-4157-4_2","165","4","","1","9","5","1"
"CU_ARS_2026_WOP_165_subplot_2","756221","CU_ARS_2026_WOP_165","NF13-4157-4_2","165","4","","1","9","5","2"
"CU_ARS_2026_WOP_165_subplot_3","756222","CU_ARS_2026_WOP_165","NF13-4157-4_2","165","4","","1","9","5","3"
"CU_ARS_2026_WOP_166_subplot_1","755728","CU_ARS_2026_WOP_166","FL17556-1","166","4","","1","9","6","1"
"CU_ARS_2026_WOP_166_subplot_2","755729","CU_ARS_2026_WOP_166","FL17556-1","166","4","","1","9","6","2"
"CU_ARS_2026_WOP_166_subplot_3","755730","CU_ARS_2026_WOP_166","FL17556-1","166","4","","1","9","6","3"
"CU_ARS_2026_WOP_167_subplot_1","755821","CU_ARS_2026_WOP_167","FL17556-1","167","4","","1","9","7","1"
"CU_ARS_2026_WOP_167_subplot_2","755822","CU_ARS_2026_WOP_167","FL17556-1","167","4","","1","9","7","2"
"CU_ARS_2026_WOP_167_subplot_3","755823","CU_ARS_2026_WOP_167","FL17556-1","167","4","","1","9","7","3"
"CU_ARS_2026_WOP_168_subplot_1","755626","CU_ARS_2026_WOP_168","NF13-4173-4_5","168","4","","1","9","8","1"
"CU_ARS_2026_WOP_168_subplot_2","755627","CU_ARS_2026_WOP_168","NF13-4173-4_5","168","4","","1","9","8","2"
"CU_ARS_2026_WOP_168_subplot_3","755628","CU_ARS_2026_WOP_168","NF13-4173-4_5","168","4","","1","9","8","3"
"CU_ARS_2026_WOP_169_subplot_1","755857","CU_ARS_2026_WOP_169","NF13-4173-4_5","169","4","","1","9","9","1"
"CU_ARS_2026_WOP_169_subplot_2","755858","CU_ARS_2026_WOP_169","NF13-4173-4_5","169","4","","1","9","9","2"
"CU_ARS_2026_WOP_169_subplot_3","755859","CU_ARS_2026_WOP_169","NF13-4173-4_5","169","4","","1","9","9","3"
"CU_ARS_2026_WOP_170_subplot_1","755695","CU_ARS_2026_WOP_170","NC12-3578","170","4","","1","9","10","1"
"CU_ARS_2026_WOP_170_subplot_2","755696","CU_ARS_2026_WOP_170","NC12-3578","170","4","","1","9","10","2"
"CU_ARS_2026_WOP_170_subplot_3","755697","CU_ARS_2026_WOP_170","NC12-3578","170","4","","1","9","10","3"
"CU_ARS_2026_WOP_171_subplot_1","755965","CU_ARS_2026_WOP_171","NC12-3578","171","4","","1","9","11","1"
"CU_ARS_2026_WOP_171_subplot_2","755966","CU_ARS_2026_WOP_171","NC12-3578","171","4","","1","9","11","2"
"CU_ARS_2026_WOP_171_subplot_3","755967","CU_ARS_2026_WOP_171","NC12-3578","171","4","","1","9","11","3"
"CU_ARS_2026_WOP_172_subplot_1","756325","CU_ARS_2026_WOP_172","NC20-4700","172","4","","1","9","12","1"
"CU_ARS_2026_WOP_172_subplot_2","756326","CU_ARS_2026_WOP_172","NC20-4700","172","4","","1","9","12","2"
"CU_ARS_2026_WOP_172_subplot_3","756327","CU_ARS_2026_WOP_172","NC20-4700","172","4","","1","9","12","3"
"CU_ARS_2026_WOP_173_subplot_1","756142","CU_ARS_2026_WOP_173","NC20-4700","173","4","","1","9","13","1"
"CU_ARS_2026_WOP_173_subplot_2","756143","CU_ARS_2026_WOP_173","NC20-4700","173","4","","1","9","13","2"
"CU_ARS_2026_WOP_173_subplot_3","756144","CU_ARS_2026_WOP_173","NC20-4700","173","4","","1","9","13","3"
"CU_ARS_2026_WOP_174_subplot_1","755638","CU_ARS_2026_WOP_174","LA17153SBSS-46-1","174","4","","1","9","14","1"
"CU_ARS_2026_WOP_174_subplot_2","755639","CU_ARS_2026_WOP_174","LA17153SBSS-46-1","174","4","","1","9","14","2"
"CU_ARS_2026_WOP_174_subplot_3","755640","CU_ARS_2026_WOP_174","LA17153SBSS-46-1","174","4","","1","9","14","3"
"CU_ARS_2026_WOP_175_subplot_1","755968","CU_ARS_2026_WOP_175","LA17153SBSS-46-1","175","4","","1","9","15","1"
"CU_ARS_2026_WOP_175_subplot_2","755969","CU_ARS_2026_WOP_175","LA17153SBSS-46-1","175","4","","1","9","15","2"
"CU_ARS_2026_WOP_175_subplot_3","755970","CU_ARS_2026_WOP_175","LA17153SBSS-46-1","175","4","","1","9","15","3"
"CU_ARS_2026_WOP_176_subplot_1","756085","CU_ARS_2026_WOP_176","FLLA11019-8","176","4","","1","9","16","1"
"CU_ARS_2026_WOP_176_subplot_2","756086","CU_ARS_2026_WOP_176","FLLA11019-8","176","4","","1","9","16","2"
"CU_ARS_2026_WOP_176_subplot_3","756087","CU_ARS_2026_WOP_176","FLLA11019-8","176","4","","1","9","16","3"
"CU_ARS_2026_WOP_177_subplot_1","756058","CU_ARS_2026_WOP_177","FLLA11019-8","177","4","","1","9","17","1"
"CU_ARS_2026_WOP_177_subplot_2","756059","CU_ARS_2026_WOP_177","FLLA11019-8","177","4","","1","9","17","2"
"CU_ARS_2026_WOP_177_subplot_3","756060","CU_ARS_2026_WOP_177","FLLA11019-8","177","4","","1","9","17","3"
"CU_ARS_2026_WOP_178_subplot_1","756502","CU_ARS_2026_WOP_178","TX18OCS9028","178","4","","1","9","18","1"
"CU_ARS_2026_WOP_178_subplot_2","756503","CU_ARS_2026_WOP_178","TX18OCS9028","178","4","","1","9","18","2"
"CU_ARS_2026_WOP_178_subplot_3","756504","CU_ARS_2026_WOP_178","TX18OCS9028","178","4","","1","9","18","3"
"CU_ARS_2026_WOP_179_subplot_1","756262","CU_ARS_2026_WOP_179","TX18OCS9028","179","4","","1","9","19","1"
"CU_ARS_2026_WOP_179_subplot_2","756263","CU_ARS_2026_WOP_179","TX18OCS9028","179","4","","1","9","19","2"
"CU_ARS_2026_WOP_179_subplot_3","756264","CU_ARS_2026_WOP_179","TX18OCS9028","179","4","","1","9","19","3"
"CU_ARS_2026_WOP_180_subplot_1","755911","CU_ARS_2026_WOP_180","NC21-6359N","180","4","","1","9","20","1"
"CU_ARS_2026_WOP_180_subplot_2","755912","CU_ARS_2026_WOP_180","NC21-6359N","180","4","","1","9","20","2"
"CU_ARS_2026_WOP_180_subplot_3","755913","CU_ARS_2026_WOP_180","NC21-6359N","180","4","","1","9","20","3"
"CU_ARS_2026_WOP_181_subplot_1","755788","CU_ARS_2026_WOP_181","NC21-6359N","181","4","","1","10","20","1"
"CU_ARS_2026_WOP_181_subplot_2","755789","CU_ARS_2026_WOP_181","NC21-6359N","181","4","","1","10","20","2"
"CU_ARS_2026_WOP_181_subplot_3","755790","CU_ARS_2026_WOP_181","NC21-6359N","181","4","","1","10","20","3"
"CU_ARS_2026_WOP_182_subplot_1","756088","CU_ARS_2026_WOP_182","PA8014-840","182","4","","1","10","19","1"
"CU_ARS_2026_WOP_182_subplot_2","756089","CU_ARS_2026_WOP_182","PA8014-840","182","4","","1","10","19","2"
"CU_ARS_2026_WOP_182_subplot_3","756090","CU_ARS_2026_WOP_182","PA8014-840","182","4","","1","10","19","3"
"CU_ARS_2026_WOP_183_subplot_1","756232","CU_ARS_2026_WOP_183","PA8014-840","183","4","","1","10","18","1"
"CU_ARS_2026_WOP_183_subplot_2","756233","CU_ARS_2026_WOP_183","PA8014-840","183","4","","1","10","18","2"
"CU_ARS_2026_WOP_183_subplot_3","756234","CU_ARS_2026_WOP_183","PA8014-840","183","4","","1","10","18","3"
"CU_ARS_2026_WOP_184_subplot_1","755518","CU_ARS_2026_WOP_184","GERARD224","184","4","","1","10","17","1"
"CU_ARS_2026_WOP_184_subplot_2","755519","CU_ARS_2026_WOP_184","GERARD224","184","4","","1","10","17","2"
"CU_ARS_2026_WOP_184_subplot_3","755520","CU_ARS_2026_WOP_184","GERARD224","184","4","","1","10","17","3"
"CU_ARS_2026_WOP_185_subplot_1","755791","CU_ARS_2026_WOP_185","GERARD224","185","4","","1","10","16","1"
"CU_ARS_2026_WOP_185_subplot_2","755792","CU_ARS_2026_WOP_185","GERARD224","185","4","","1","10","16","2"
"CU_ARS_2026_WOP_185_subplot_3","755793","CU_ARS_2026_WOP_185","GERARD224","185","4","","1","10","16","3"
"CU_ARS_2026_WOP_186_subplot_1","756322","CU_ARS_2026_WOP_186","SCLA18073SSB-36-1","186","4","","1","10","15","1"
"CU_ARS_2026_WOP_186_subplot_2","756323","CU_ARS_2026_WOP_186","SCLA18073SSB-36-1","186","4","","1","10","15","2"
"CU_ARS_2026_WOP_186_subplot_3","756324","CU_ARS_2026_WOP_186","SCLA18073SSB-36-1","186","4","","1","10","15","3"
"CU_ARS_2026_WOP_187_subplot_1","756169","CU_ARS_2026_WOP_187","SCLA18073SSB-36-1","187","4","","1","10","14","1"
"CU_ARS_2026_WOP_187_subplot_2","756170","CU_ARS_2026_WOP_187","SCLA18073SSB-36-1","187","4","","1","10","14","2"
"CU_ARS_2026_WOP_187_subplot_3","756171","CU_ARS_2026_WOP_187","SCLA18073SSB-36-1","187","4","","1","10","14","3"
"CU_ARS_2026_WOP_188_subplot_1","756373","CU_ARS_2026_WOP_188","TX18OCS9125","188","4","","1","10","13","1"
"CU_ARS_2026_WOP_188_subplot_2","756374","CU_ARS_2026_WOP_188","TX18OCS9125","188","4","","1","10","13","2"
"CU_ARS_2026_WOP_188_subplot_3","756375","CU_ARS_2026_WOP_188","TX18OCS9125","188","4","","1","10","13","3"
"CU_ARS_2026_WOP_189_subplot_1","756127","CU_ARS_2026_WOP_189","TX18OCS9125","189","4","","1","10","12","1"
"CU_ARS_2026_WOP_189_subplot_2","756128","CU_ARS_2026_WOP_189","TX18OCS9125","189","4","","1","10","12","2"
"CU_ARS_2026_WOP_189_subplot_3","756129","CU_ARS_2026_WOP_189","TX18OCS9125","189","4","","1","10","12","3"
"CU_ARS_2026_WOP_190_subplot_1","756040","CU_ARS_2026_WOP_190","PA7617-3658","190","4","","1","10","11","1"
"CU_ARS_2026_WOP_190_subplot_2","756041","CU_ARS_2026_WOP_190","PA7617-3658","190","4","","1","10","11","2"
"CU_ARS_2026_WOP_190_subplot_3","756042","CU_ARS_2026_WOP_190","PA7617-3658","190","4","","1","10","11","3"
"CU_ARS_2026_WOP_191_subplot_1","756241","CU_ARS_2026_WOP_191","NC21-6429","191","4","","1","10","10","1"
"CU_ARS_2026_WOP_191_subplot_2","756242","CU_ARS_2026_WOP_191","NC21-6429","191","4","","1","10","10","2"
"CU_ARS_2026_WOP_191_subplot_3","756243","CU_ARS_2026_WOP_191","NC21-6429","191","4","","1","10","10","3"
"CU_ARS_2026_WOP_192_subplot_1","755935","CU_ARS_2026_WOP_192","NC21-6429","192","4","","1","10","9","1"
"CU_ARS_2026_WOP_192_subplot_2","755936","CU_ARS_2026_WOP_192","NC21-6429","192","4","","1","10","9","2"
"CU_ARS_2026_WOP_192_subplot_3","755937","CU_ARS_2026_WOP_192","NC21-6429","192","4","","1","10","9","3"
"CU_ARS_2026_WOP_193_subplot_1","755797","CU_ARS_2026_WOP_193","NORA","193","4","","1","10","8","1"
"CU_ARS_2026_WOP_193_subplot_2","755798","CU_ARS_2026_WOP_193","NORA","193","4","","1","10","8","2"
"CU_ARS_2026_WOP_193_subplot_3","755799","CU_ARS_2026_WOP_193","NORA","193","4","","1","10","8","3"
"CU_ARS_2026_WOP_194_subplot_1","756604","CU_ARS_2026_WOP_194","NORA","194","4","","1","10","7","1"
"CU_ARS_2026_WOP_194_subplot_2","756605","CU_ARS_2026_WOP_194","NORA","194","4","","1","10","7","2"
"CU_ARS_2026_WOP_194_subplot_3","756606","CU_ARS_2026_WOP_194","NORA","194","4","","1","10","7","3"
"CU_ARS_2026_WOP_195_subplot_1","756250","CU_ARS_2026_WOP_195","NO_OATS_PLANTED","195","4","","1","10","6","1"
"CU_ARS_2026_WOP_195_subplot_2","756251","CU_ARS_2026_WOP_195","NO_OATS_PLANTED","195","4","","1","10","6","2"
"CU_ARS_2026_WOP_195_subplot_3","756252","CU_ARS_2026_WOP_195","NO_OATS_PLANTED","195","4","","1","10","6","3"
"CU_ARS_2026_WOP_196_subplot_1","755803","CU_ARS_2026_WOP_196","OZARK|POGI","196","4","","1","10","5","1"
"CU_ARS_2026_WOP_196_subplot_2","755804","CU_ARS_2026_WOP_196","OZARK|POGI","196","4","","1","10","5","2"
"CU_ARS_2026_WOP_196_subplot_3","755805","CU_ARS_2026_WOP_196","OZARK|POGI","196","4","","1","10","5","3"
"CU_ARS_2026_WOP_197_subplot_1","755722","CU_ARS_2026_WOP_197","NC14-1989","197","4","","1","10","4","1"
"CU_ARS_2026_WOP_197_subplot_2","755723","CU_ARS_2026_WOP_197","NC14-1989","197","4","","1","10","4","2"
"CU_ARS_2026_WOP_197_subplot_3","755724","CU_ARS_2026_WOP_197","NC14-1989","197","4","","1","10","4","3"
"CU_ARS_2026_WOP_198_subplot_1","755605","CU_ARS_2026_WOP_198","NC14-1989","198","4","","1","10","3","1"
"CU_ARS_2026_WOP_198_subplot_2","755606","CU_ARS_2026_WOP_198","NC14-1989","198","4","","1","10","3","2"
"CU_ARS_2026_WOP_198_subplot_3","755607","CU_ARS_2026_WOP_198","NC14-1989","198","4","","1","10","3","3"
"CU_ARS_2026_WOP_199_subplot_1","756004","CU_ARS_2026_WOP_199","LA18155SSB-20-2","199","4","","1","10","2","1"
"CU_ARS_2026_WOP_199_subplot_2","756005","CU_ARS_2026_WOP_199","LA18155SSB-20-2","199","4","","1","10","2","2"
"CU_ARS_2026_WOP_199_subplot_3","756006","CU_ARS_2026_WOP_199","LA18155SSB-20-2","199","4","","1","10","2","3"
"CU_ARS_2026_WOP_200_subplot_1","755893","CU_ARS_2026_WOP_200","LA18155SSB-20-2","200","4","","1","10","1","1"
"CU_ARS_2026_WOP_200_subplot_2","755894","CU_ARS_2026_WOP_200","LA18155SSB-20-2","200","4","","1","10","1","2"
"CU_ARS_2026_WOP_200_subplot_3","755895","CU_ARS_2026_WOP_200","LA18155SSB-20-2","200","4","","1","10","1","3"
"CU_ARS_2026_WOP_201_subplot_1","755761","CU_ARS_2026_WOP_201","NC20-4402","201","4","","1","11","1","1"
"CU_ARS_2026_WOP_201_subplot_2","755762","CU_ARS_2026_WOP_201","NC20-4402","201","4","","1","11","1","2"
"CU_ARS_2026_WOP_201_subplot_3","755763","CU_ARS_2026_WOP_201","NC20-4402","201","4","","1","11","1","3"
"CU_ARS_2026_WOP_202_subplot_1","756112","CU_ARS_2026_WOP_202","NC20-4402","202","4","","1","11","2","1"
"CU_ARS_2026_WOP_202_subplot_2","756113","CU_ARS_2026_WOP_202","NC20-4402","202","4","","1","11","2","2"
"CU_ARS_2026_WOP_202_subplot_3","756114","CU_ARS_2026_WOP_202","NC20-4402","202","4","","1","11","2","3"
"CU_ARS_2026_WOP_203_subplot_1","756265","CU_ARS_2026_WOP_203","LA17129SBSS-8-1","203","4","","1","11","3","1"
"CU_ARS_2026_WOP_203_subplot_2","756266","CU_ARS_2026_WOP_203","LA17129SBSS-8-1","203","4","","1","11","3","2"
"CU_ARS_2026_WOP_203_subplot_3","756267","CU_ARS_2026_WOP_203","LA17129SBSS-8-1","203","4","","1","11","3","3"
"CU_ARS_2026_WOP_204_subplot_1","755536","CU_ARS_2026_WOP_204","LA17129SBSS-8-1","204","4","","1","11","4","1"
"CU_ARS_2026_WOP_204_subplot_2","755537","CU_ARS_2026_WOP_204","LA17129SBSS-8-1","204","4","","1","11","4","2"
"CU_ARS_2026_WOP_204_subplot_3","755538","CU_ARS_2026_WOP_204","LA17129SBSS-8-1","204","4","","1","11","4","3"
"CU_ARS_2026_WOP_205_subplot_1","755767","CU_ARS_2026_WOP_205","OZARK|POGI","205","5","","1","11","5","1"
"CU_ARS_2026_WOP_205_subplot_2","755768","CU_ARS_2026_WOP_205","OZARK|POGI","205","5","","1","11","5","2"
"CU_ARS_2026_WOP_205_subplot_3","755769","CU_ARS_2026_WOP_205","OZARK|POGI","205","5","","1","11","5","3"
"CU_ARS_2026_WOP_206_subplot_1","756301","CU_ARS_2026_WOP_206","SCLA17080SBS-4-2","206","5","","1","11","6","1"
"CU_ARS_2026_WOP_206_subplot_2","756302","CU_ARS_2026_WOP_206","SCLA17080SBS-4-2","206","5","","1","11","6","2"
"CU_ARS_2026_WOP_206_subplot_3","756303","CU_ARS_2026_WOP_206","SCLA17080SBS-4-2","206","5","","1","11","6","3"
"CU_ARS_2026_WOP_207_subplot_1","756178","CU_ARS_2026_WOP_207","SCLA17080SBS-4-2","207","5","","1","11","7","1"
"CU_ARS_2026_WOP_207_subplot_2","756179","CU_ARS_2026_WOP_207","SCLA17080SBS-4-2","207","5","","1","11","7","2"
"CU_ARS_2026_WOP_207_subplot_3","756180","CU_ARS_2026_WOP_207","SCLA17080SBS-4-2","207","5","","1","11","7","3"
"CU_ARS_2026_WOP_208_subplot_1","756400","CU_ARS_2026_WOP_208","NC21-6492","208","5","","1","11","8","1"
"CU_ARS_2026_WOP_208_subplot_2","756401","CU_ARS_2026_WOP_208","NC21-6492","208","5","","1","11","8","2"
"CU_ARS_2026_WOP_208_subplot_3","756402","CU_ARS_2026_WOP_208","NC21-6492","208","5","","1","11","8","3"
"CU_ARS_2026_WOP_209_subplot_1","756145","CU_ARS_2026_WOP_209","AURORA","209","5","","1","11","9","1"
"CU_ARS_2026_WOP_209_subplot_2","756146","CU_ARS_2026_WOP_209","AURORA","209","5","","1","11","9","2"
"CU_ARS_2026_WOP_209_subplot_3","756147","CU_ARS_2026_WOP_209","AURORA","209","5","","1","11","9","3"
"CU_ARS_2026_WOP_210_subplot_1","755527","CU_ARS_2026_WOP_210","AURORA","210","5","","1","11","10","1"
"CU_ARS_2026_WOP_210_subplot_2","755528","CU_ARS_2026_WOP_210","AURORA","210","5","","1","11","10","2"
"CU_ARS_2026_WOP_210_subplot_3","755529","CU_ARS_2026_WOP_210","AURORA","210","5","","1","11","10","3"
"CU_ARS_2026_WOP_211_subplot_1","755551","CU_ARS_2026_WOP_211","NC21-6357N","211","5","","1","11","11","1"
"CU_ARS_2026_WOP_211_subplot_2","755552","CU_ARS_2026_WOP_211","NC21-6357N","211","5","","1","11","11","2"
"CU_ARS_2026_WOP_211_subplot_3","755553","CU_ARS_2026_WOP_211","NC21-6357N","211","5","","1","11","11","3"
"CU_ARS_2026_WOP_212_subplot_1","756508","CU_ARS_2026_WOP_212","NC21-6357N","212","5","","1","11","12","1"
"CU_ARS_2026_WOP_212_subplot_2","756509","CU_ARS_2026_WOP_212","NC21-6357N","212","5","","1","11","12","2"
"CU_ARS_2026_WOP_212_subplot_3","756510","CU_ARS_2026_WOP_212","NC21-6357N","212","5","","1","11","12","3"
"CU_ARS_2026_WOP_213_subplot_1","756355","CU_ARS_2026_WOP_213","TX21CAS2064","213","5","","1","11","13","1"
"CU_ARS_2026_WOP_213_subplot_2","756356","CU_ARS_2026_WOP_213","TX21CAS2064","213","5","","1","11","13","2"
"CU_ARS_2026_WOP_213_subplot_3","756357","CU_ARS_2026_WOP_213","TX21CAS2064","213","5","","1","11","13","3"
"CU_ARS_2026_WOP_214_subplot_1","755902","CU_ARS_2026_WOP_214","TX21CAS2064","214","5","","1","11","14","1"
