"subplot_name","subplot_id","plot_name","accession_name","plot_number","block_number","is_a_control","rep_number","row_number","col_number","subplot_number"
"CU_ARS_2026_WOP_071_subplot_2","756470","CU_ARS_2026_WOP_071","FLLA17088-77","071","2","","1","4","10","2"
"CU_ARS_2026_WOP_071_subplot_3","756471","CU_ARS_2026_WOP_071","FLLA17088-77","071","2","","1","4","10","3"
"CU_ARS_2026_WOP_072_subplot_1","755530","CU_ARS_2026_WOP_072","FLLA17088-77","072","2","","1","4","9","1"
"CU_ARS_2026_WOP_072_subplot_2","755531","CU_ARS_2026_WOP_072","FLLA17088-77","072","2","","1","4","9","2"
"CU_ARS_2026_WOP_072_subplot_3","755532","CU_ARS_2026_WOP_072","FLLA17088-77","072","2","","1","4","9","3"
"CU_ARS_2026_WOP_073_subplot_1","755665","CU_ARS_2026_WOP_073","Juggernaut","073","2","","1","4","8","1"
"CU_ARS_2026_WOP_073_subplot_2","755666","CU_ARS_2026_WOP_073","Juggernaut","073","2","","1","4","8","2"
"CU_ARS_2026_WOP_073_subplot_3","755667","CU_ARS_2026_WOP_073","Juggernaut","073","2","","1","4","8","3"
"CU_ARS_2026_WOP_074_subplot_1","756082","CU_ARS_2026_WOP_074","Juggernaut","074","2","","1","4","7","1"
"CU_ARS_2026_WOP_074_subplot_2","756083","CU_ARS_2026_WOP_074","Juggernaut","074","2","","1","4","7","2"
"CU_ARS_2026_WOP_074_subplot_3","756084","CU_ARS_2026_WOP_074","Juggernaut","074","2","","1","4","7","3"
"CU_ARS_2026_WOP_075_subplot_1","756472","CU_ARS_2026_WOP_075","FL16504-35","075","2","","1","4","6","1"
"CU_ARS_2026_WOP_075_subplot_2","756473","CU_ARS_2026_WOP_075","FL16504-35","075","2","","1","4","6","2"
"CU_ARS_2026_WOP_075_subplot_3","756474","CU_ARS_2026_WOP_075","FL16504-35","075","2","","1","4","6","3"
"CU_ARS_2026_WOP_076_subplot_1","755656","CU_ARS_2026_WOP_076","FL16504-35","076","2","","1","4","5","1"
"CU_ARS_2026_WOP_076_subplot_2","755657","CU_ARS_2026_WOP_076","FL16504-35","076","2","","1","4","5","2"
"CU_ARS_2026_WOP_076_subplot_3","755658","CU_ARS_2026_WOP_076","FL16504-35","076","2","","1","4","5","3"
"CU_ARS_2026_WOP_077_subplot_1","755596","CU_ARS_2026_WOP_077","TX18OCS9061","077","2","","1","4","4","1"
"CU_ARS_2026_WOP_077_subplot_2","755597","CU_ARS_2026_WOP_077","TX18OCS9061","077","2","","1","4","4","2"
"CU_ARS_2026_WOP_077_subplot_3","755598","CU_ARS_2026_WOP_077","TX18OCS9061","077","2","","1","4","4","3"
"CU_ARS_2026_WOP_078_subplot_1","755704","CU_ARS_2026_WOP_078","TX18OCS9061","078","2","","1","4","3","1"
"CU_ARS_2026_WOP_078_subplot_2","755705","CU_ARS_2026_WOP_078","TX18OCS9061","078","2","","1","4","3","2"
"CU_ARS_2026_WOP_078_subplot_3","755706","CU_ARS_2026_WOP_078","TX18OCS9061","078","2","","1","4","3","3"
"CU_ARS_2026_WOP_079_subplot_1","755482","CU_ARS_2026_WOP_079","LA17153SBSS-46-1","079","2","","1","4","2","1"
"CU_ARS_2026_WOP_079_subplot_2","755483","CU_ARS_2026_WOP_079","LA17153SBSS-46-1","079","2","","1","4","2","2"
"CU_ARS_2026_WOP_079_subplot_3","755484","CU_ARS_2026_WOP_079","LA17153SBSS-46-1","079","2","","1","4","2","3"
"CU_ARS_2026_WOP_080_subplot_1","756376","CU_ARS_2026_WOP_080","LA17153SBSS-46-1","080","2","","1","4","1","1"
"CU_ARS_2026_WOP_080_subplot_2","756377","CU_ARS_2026_WOP_080","LA17153SBSS-46-1","080","2","","1","4","1","2"
"CU_ARS_2026_WOP_080_subplot_3","756378","CU_ARS_2026_WOP_080","LA17153SBSS-46-1","080","2","","1","4","1","3"
"CU_ARS_2026_WOP_081_subplot_1","756562","CU_ARS_2026_WOP_081","NO_OATS_PLANTED","081","2","","1","5","1","1"
"CU_ARS_2026_WOP_081_subplot_2","756563","CU_ARS_2026_WOP_081","NO_OATS_PLANTED","081","2","","1","5","1","2"
"CU_ARS_2026_WOP_081_subplot_3","756564","CU_ARS_2026_WOP_081","NO_OATS_PLANTED","081","2","","1","5","1","3"
"CU_ARS_2026_WOP_082_subplot_1","755659","CU_ARS_2026_WOP_082","NC20-4452","082","2","","1","5","2","1"
"CU_ARS_2026_WOP_082_subplot_2","755660","CU_ARS_2026_WOP_082","NC20-4452","082","2","","1","5","2","2"
"CU_ARS_2026_WOP_082_subplot_3","755661","CU_ARS_2026_WOP_082","NC20-4452","082","2","","1","5","2","3"
"CU_ARS_2026_WOP_083_subplot_1","755509","CU_ARS_2026_WOP_083","NC20-4452","083","2","","1","5","3","1"
"CU_ARS_2026_WOP_083_subplot_2","755510","CU_ARS_2026_WOP_083","NC20-4452","083","2","","1","5","3","2"
"CU_ARS_2026_WOP_083_subplot_3","755511","CU_ARS_2026_WOP_083","NC20-4452","083","2","","1","5","3","3"
"CU_ARS_2026_WOP_084_subplot_1","756310","CU_ARS_2026_WOP_084","NC21-6357N","084","2","","1","5","4","1"
"CU_ARS_2026_WOP_084_subplot_2","756311","CU_ARS_2026_WOP_084","NC21-6357N","084","2","","1","5","4","2"
"CU_ARS_2026_WOP_084_subplot_3","756312","CU_ARS_2026_WOP_084","NC21-6357N","084","2","","1","5","4","3"
"CU_ARS_2026_WOP_085_subplot_1","756565","CU_ARS_2026_WOP_085","NC21-6357N","085","2","","1","5","5","1"
"CU_ARS_2026_WOP_085_subplot_2","756566","CU_ARS_2026_WOP_085","NC21-6357N","085","2","","1","5","5","2"
"CU_ARS_2026_WOP_085_subplot_3","756567","CU_ARS_2026_WOP_085","NC21-6357N","085","2","","1","5","5","3"
"CU_ARS_2026_WOP_086_subplot_1","755524","CU_ARS_2026_WOP_086","HORIZON201","086","2","","1","5","6","1"
"CU_ARS_2026_WOP_086_subplot_2","755525","CU_ARS_2026_WOP_086","HORIZON201","086","2","","1","5","6","2"
"CU_ARS_2026_WOP_086_subplot_3","755526","CU_ARS_2026_WOP_086","HORIZON201","086","2","","1","5","6","3"
"CU_ARS_2026_WOP_087_subplot_1","755434","CU_ARS_2026_WOP_087","HORIZON201","087","2","","1","5","7","1"
"CU_ARS_2026_WOP_087_subplot_2","755435","CU_ARS_2026_WOP_087","HORIZON201","087","2","","1","5","7","2"
"CU_ARS_2026_WOP_087_subplot_3","755436","CU_ARS_2026_WOP_087","HORIZON201","087","2","","1","5","7","3"
"CU_ARS_2026_WOP_088_subplot_1","755917","CU_ARS_2026_WOP_088","NC09-4274N","088","2","","1","5","8","1"
"CU_ARS_2026_WOP_088_subplot_2","755918","CU_ARS_2026_WOP_088","NC09-4274N","088","2","","1","5","8","2"
"CU_ARS_2026_WOP_088_subplot_3","755919","CU_ARS_2026_WOP_088","NC09-4274N","088","2","","1","5","8","3"
"CU_ARS_2026_WOP_089_subplot_1","755671","CU_ARS_2026_WOP_089","NC09-4274N","089","2","","1","5","9","1"
"CU_ARS_2026_WOP_089_subplot_2","755672","CU_ARS_2026_WOP_089","NC09-4274N","089","2","","1","5","9","2"
"CU_ARS_2026_WOP_089_subplot_3","755673","CU_ARS_2026_WOP_089","NC09-4274N","089","2","","1","5","9","3"
"CU_ARS_2026_WOP_090_subplot_1","755599","CU_ARS_2026_WOP_090","NO_OATS_PLANTED","090","2","","1","5","10","1"
"CU_ARS_2026_WOP_090_subplot_2","755600","CU_ARS_2026_WOP_090","NO_OATS_PLANTED","090","2","","1","5","10","2"
"CU_ARS_2026_WOP_090_subplot_3","755601","CU_ARS_2026_WOP_090","NO_OATS_PLANTED","090","2","","1","5","10","3"
"CU_ARS_2026_WOP_091_subplot_1","755500","CU_ARS_2026_WOP_091","FL16507-28","091","2","","1","5","11","1"
"CU_ARS_2026_WOP_091_subplot_2","755501","CU_ARS_2026_WOP_091","FL16507-28","091","2","","1","5","11","2"
"CU_ARS_2026_WOP_091_subplot_3","755502","CU_ARS_2026_WOP_091","FL16507-28","091","2","","1","5","11","3"
"CU_ARS_2026_WOP_092_subplot_1","756412","CU_ARS_2026_WOP_092","FL16507-28","092","2","","1","5","12","1"
"CU_ARS_2026_WOP_092_subplot_2","756413","CU_ARS_2026_WOP_092","FL16507-28","092","2","","1","5","12","2"
"CU_ARS_2026_WOP_092_subplot_3","756414","CU_ARS_2026_WOP_092","FL16507-28","092","2","","1","5","12","3"
"CU_ARS_2026_WOP_093_subplot_1","756556","CU_ARS_2026_WOP_093","TX19CAS0057","093","2","","1","5","13","1"
"CU_ARS_2026_WOP_093_subplot_2","756557","CU_ARS_2026_WOP_093","TX19CAS0057","093","2","","1","5","13","2"
"CU_ARS_2026_WOP_093_subplot_3","756558","CU_ARS_2026_WOP_093","TX19CAS0057","093","2","","1","5","13","3"
"CU_ARS_2026_WOP_094_subplot_1","755818","CU_ARS_2026_WOP_094","TX19CAS0057","094","2","","1","5","14","1"
"CU_ARS_2026_WOP_094_subplot_2","755819","CU_ARS_2026_WOP_094","TX19CAS0057","094","2","","1","5","14","2"
"CU_ARS_2026_WOP_094_subplot_3","755820","CU_ARS_2026_WOP_094","TX19CAS0057","094","2","","1","5","14","3"
"CU_ARS_2026_WOP_095_subplot_1","755503","CU_ARS_2026_WOP_095","NC20-4702","095","2","","1","5","15","1"
"CU_ARS_2026_WOP_095_subplot_2","755504","CU_ARS_2026_WOP_095","NC20-4702","095","2","","1","5","15","2"
"CU_ARS_2026_WOP_095_subplot_3","755505","CU_ARS_2026_WOP_095","NC20-4702","095","2","","1","5","15","3"
"CU_ARS_2026_WOP_096_subplot_1","756595","CU_ARS_2026_WOP_096","NC20-4702","096","2","","1","5","16","1"
"CU_ARS_2026_WOP_096_subplot_2","756596","CU_ARS_2026_WOP_096","NC20-4702","096","2","","1","5","16","2"
"CU_ARS_2026_WOP_096_subplot_3","756597","CU_ARS_2026_WOP_096","NC20-4702","096","2","","1","5","16","3"
"CU_ARS_2026_WOP_097_subplot_1","756481","CU_ARS_2026_WOP_097","FL17542-21","097","2","","1","5","17","1"
"CU_ARS_2026_WOP_097_subplot_2","756482","CU_ARS_2026_WOP_097","FL17542-21","097","2","","1","5","17","2"
"CU_ARS_2026_WOP_097_subplot_3","756483","CU_ARS_2026_WOP_097","FL17542-21","097","2","","1","5","17","3"
"CU_ARS_2026_WOP_098_subplot_1","756037","CU_ARS_2026_WOP_098","FL17542-21","098","2","","1","5","18","1"
"CU_ARS_2026_WOP_098_subplot_2","756038","CU_ARS_2026_WOP_098","FL17542-21","098","2","","1","5","18","2"
"CU_ARS_2026_WOP_098_subplot_3","756039","CU_ARS_2026_WOP_098","FL17542-21","098","2","","1","5","18","3"
"CU_ARS_2026_WOP_099_subplot_1","756445","CU_ARS_2026_WOP_099","NF99414-1","099","2","","1","5","19","1"
"CU_ARS_2026_WOP_099_subplot_2","756446","CU_ARS_2026_WOP_099","NF99414-1","099","2","","1","5","19","2"
"CU_ARS_2026_WOP_099_subplot_3","756447","CU_ARS_2026_WOP_099","NF99414-1","099","2","","1","5","19","3"
"CU_ARS_2026_WOP_100_subplot_1","756187","CU_ARS_2026_WOP_100","NF99414-1","100","2","","1","5","20","1"
"CU_ARS_2026_WOP_100_subplot_2","756188","CU_ARS_2026_WOP_100","NF99414-1","100","2","","1","5","20","2"
"CU_ARS_2026_WOP_100_subplot_3","756189","CU_ARS_2026_WOP_100","NF99414-1","100","2","","1","5","20","3"
"CU_ARS_2026_WOP_101_subplot_1","756070","CU_ARS_2026_WOP_101","NC21-6492","101","2","","1","6","20","1"
"CU_ARS_2026_WOP_101_subplot_2","756071","CU_ARS_2026_WOP_101","NC21-6492","101","2","","1","6","20","2"
"CU_ARS_2026_WOP_101_subplot_3","756072","CU_ARS_2026_WOP_101","NC21-6492","101","2","","1","6","20","3"
"CU_ARS_2026_WOP_102_subplot_1","755782","CU_ARS_2026_WOP_102","NC21-6492","102","2","","1","6","19","1"
"CU_ARS_2026_WOP_102_subplot_2","755783","CU_ARS_2026_WOP_102","NC21-6492","102","2","","1","6","19","2"
"CU_ARS_2026_WOP_102_subplot_3","755784","CU_ARS_2026_WOP_102","NC21-6492","102","2","","1","6","19","3"
"CU_ARS_2026_WOP_103_subplot_1","755947","CU_ARS_2026_WOP_103","NC14-1554","103","3","","1","6","18","1"
"CU_ARS_2026_WOP_103_subplot_2","755948","CU_ARS_2026_WOP_103","NC14-1554","103","3","","1","6","18","2"
"CU_ARS_2026_WOP_103_subplot_3","755949","CU_ARS_2026_WOP_103","NC14-1554","103","3","","1","6","18","3"
"CU_ARS_2026_WOP_104_subplot_1","756463","CU_ARS_2026_WOP_104","NC14-1554","104","3","","1","6","17","1"
"CU_ARS_2026_WOP_104_subplot_2","756464","CU_ARS_2026_WOP_104","NC14-1554","104","3","","1","6","17","2"
"CU_ARS_2026_WOP_104_subplot_3","756465","CU_ARS_2026_WOP_104","NC14-1554","104","3","","1","6","17","3"
"CU_ARS_2026_WOP_105_subplot_1","756076","CU_ARS_2026_WOP_105","TX18OCS9104","105","3","","1","6","16","1"
"CU_ARS_2026_WOP_105_subplot_2","756077","CU_ARS_2026_WOP_105","TX18OCS9104","105","3","","1","6","16","2"
"CU_ARS_2026_WOP_105_subplot_3","756078","CU_ARS_2026_WOP_105","TX18OCS9104","105","3","","1","6","16","3"
"CU_ARS_2026_WOP_106_subplot_1","755959","CU_ARS_2026_WOP_106","TX18OCS9104","106","3","","1","6","15","1"
"CU_ARS_2026_WOP_106_subplot_2","755960","CU_ARS_2026_WOP_106","TX18OCS9104","106","3","","1","6","15","2"
"CU_ARS_2026_WOP_106_subplot_3","755961","CU_ARS_2026_WOP_106","TX18OCS9104","106","3","","1","6","15","3"
"CU_ARS_2026_WOP_107_subplot_1","755872","CU_ARS_2026_WOP_107","PA7617-3658","107","3","","1","6","14","1"
"CU_ARS_2026_WOP_107_subplot_2","755873","CU_ARS_2026_WOP_107","PA7617-3658","107","3","","1","6","14","2"
"CU_ARS_2026_WOP_107_subplot_3","755874","CU_ARS_2026_WOP_107","PA7617-3658","107","3","","1","6","14","3"
"CU_ARS_2026_WOP_108_subplot_1","755464","CU_ARS_2026_WOP_108","LA17129SBSS-8-1","108","3","","1","6","13","1"
"CU_ARS_2026_WOP_108_subplot_2","755465","CU_ARS_2026_WOP_108","LA17129SBSS-8-1","108","3","","1","6","13","2"
"CU_ARS_2026_WOP_108_subplot_3","755466","CU_ARS_2026_WOP_108","LA17129SBSS-8-1","108","3","","1","6","13","3"
"CU_ARS_2026_WOP_109_subplot_1","755848","CU_ARS_2026_WOP_109","LA17129SBSS-8-1","109","3","","1","6","12","1"
"CU_ARS_2026_WOP_109_subplot_2","755849","CU_ARS_2026_WOP_109","LA17129SBSS-8-1","109","3","","1","6","12","2"
"CU_ARS_2026_WOP_109_subplot_3","755850","CU_ARS_2026_WOP_109","LA17129SBSS-8-1","109","3","","1","6","12","3"
"CU_ARS_2026_WOP_110_subplot_1","756442","CU_ARS_2026_WOP_110","LA99016","110","3","","1","6","11","1"
"CU_ARS_2026_WOP_110_subplot_2","756443","CU_ARS_2026_WOP_110","LA99016","110","3","","1","6","11","2"
"CU_ARS_2026_WOP_110_subplot_3","756444","CU_ARS_2026_WOP_110","LA99016","110","3","","1","6","11","3"
"CU_ARS_2026_WOP_111_subplot_1","756487","CU_ARS_2026_WOP_111","LA99016","111","3","","1","6","10","1"
"CU_ARS_2026_WOP_111_subplot_2","756488","CU_ARS_2026_WOP_111","LA99016","111","3","","1","6","10","2"
"CU_ARS_2026_WOP_111_subplot_3","756489","CU_ARS_2026_WOP_111","LA99016","111","3","","1","6","10","3"
"CU_ARS_2026_WOP_112_subplot_1","755572","CU_ARS_2026_WOP_112","NF13-4126-4_3","112","3","","1","6","9","1"
"CU_ARS_2026_WOP_112_subplot_2","755573","CU_ARS_2026_WOP_112","NF13-4126-4_3","112","3","","1","6","9","2"
"CU_ARS_2026_WOP_112_subplot_3","755574","CU_ARS_2026_WOP_112","NF13-4126-4_3","112","3","","1","6","9","3"
"CU_ARS_2026_WOP_113_subplot_1","755431","CU_ARS_2026_WOP_113","NF13-4126-4_3","113","3","","1","6","8","1"
"CU_ARS_2026_WOP_113_subplot_2","755432","CU_ARS_2026_WOP_113","NF13-4126-4_3","113","3","","1","6","8","2"
"CU_ARS_2026_WOP_113_subplot_3","755433","CU_ARS_2026_WOP_113","NF13-4126-4_3","113","3","","1","6","8","3"
"CU_ARS_2026_WOP_114_subplot_1","756226","CU_ARS_2026_WOP_114","NC14-1985","114","3","","1","6","7","1"
"CU_ARS_2026_WOP_114_subplot_2","756227","CU_ARS_2026_WOP_114","NC14-1985","114","3","","1","6","7","2"
"CU_ARS_2026_WOP_114_subplot_3","756228","CU_ARS_2026_WOP_114","NC14-1985","114","3","","1","6","7","3"
"CU_ARS_2026_WOP_115_subplot_1","756493","CU_ARS_2026_WOP_115","NC14-1985","115","3","","1","6","6","1"
"CU_ARS_2026_WOP_115_subplot_2","756494","CU_ARS_2026_WOP_115","NC14-1985","115","3","","1","6","6","2"
"CU_ARS_2026_WOP_115_subplot_3","756495","CU_ARS_2026_WOP_115","NC14-1985","115","3","","1","6","6","3"
"CU_ARS_2026_WOP_116_subplot_1","755440","CU_ARS_2026_WOP_116","NF12AS-73-4_3","116","3","","1","6","5","1"
"CU_ARS_2026_WOP_116_subplot_2","755441","CU_ARS_2026_WOP_116","NF12AS-73-4_3","116","3","","1","6","5","2"
"CU_ARS_2026_WOP_116_subplot_3","755442","CU_ARS_2026_WOP_116","NF12AS-73-4_3","116","3","","1","6","5","3"
"CU_ARS_2026_WOP_117_subplot_1","755512","CU_ARS_2026_WOP_117","NF12AS-73-4_3","117","3","","1","6","4","1"
"CU_ARS_2026_WOP_117_subplot_2","755513","CU_ARS_2026_WOP_117","NF12AS-73-4_3","117","3","","1","6","4","2"
"CU_ARS_2026_WOP_117_subplot_3","755514","CU_ARS_2026_WOP_117","NF12AS-73-4_3","117","3","","1","6","4","3"
"CU_ARS_2026_WOP_118_subplot_1","755995","CU_ARS_2026_WOP_118","NC19-3542","118","3","","1","6","3","1"
"CU_ARS_2026_WOP_118_subplot_2","755996","CU_ARS_2026_WOP_118","NC19-3542","118","3","","1","6","3","2"
"CU_ARS_2026_WOP_118_subplot_3","755997","CU_ARS_2026_WOP_118","NC19-3542","118","3","","1","6","3","3"
"CU_ARS_2026_WOP_119_subplot_1","755611","CU_ARS_2026_WOP_119","NC19-3542","119","3","","1","6","2","1"
"CU_ARS_2026_WOP_119_subplot_2","755612","CU_ARS_2026_WOP_119","NC19-3542","119","3","","1","6","2","2"
"CU_ARS_2026_WOP_119_subplot_3","755613","CU_ARS_2026_WOP_119","NC19-3542","119","3","","1","6","2","3"
"CU_ARS_2026_WOP_120_subplot_1","755617","CU_ARS_2026_WOP_120","LA05011GSBSBSB-11","120","3","","1","6","1","1"
"CU_ARS_2026_WOP_120_subplot_2","755618","CU_ARS_2026_WOP_120","LA05011GSBSBSB-11","120","3","","1","6","1","2"
"CU_ARS_2026_WOP_120_subplot_3","755619","CU_ARS_2026_WOP_120","LA05011GSBSBSB-11","120","3","","1","6","1","3"
"CU_ARS_2026_WOP_121_subplot_1","755437","CU_ARS_2026_WOP_121","LA05011GSBSBSB-11","121","3","","1","7","1","1"
"CU_ARS_2026_WOP_121_subplot_2","755438","CU_ARS_2026_WOP_121","LA05011GSBSBSB-11","121","3","","1","7","1","2"
"CU_ARS_2026_WOP_121_subplot_3","755439","CU_ARS_2026_WOP_121","LA05011GSBSBSB-11","121","3","","1","7","1","3"
"CU_ARS_2026_WOP_122_subplot_1","756388","CU_ARS_2026_WOP_122","OZARK|POGI","122","3","","1","7","2","1"
"CU_ARS_2026_WOP_122_subplot_2","756389","CU_ARS_2026_WOP_122","OZARK|POGI","122","3","","1","7","2","2"
"CU_ARS_2026_WOP_122_subplot_3","756390","CU_ARS_2026_WOP_122","OZARK|POGI","122","3","","1","7","2","3"
"CU_ARS_2026_WOP_123_subplot_1","756538","CU_ARS_2026_WOP_123","OZARK|POGI","123","3","","1","7","3","1"
"CU_ARS_2026_WOP_123_subplot_2","756539","CU_ARS_2026_WOP_123","OZARK|POGI","123","3","","1","7","3","2"
"CU_ARS_2026_WOP_123_subplot_3","756540","CU_ARS_2026_WOP_123","OZARK|POGI","123","3","","1","7","3","3"
"CU_ARS_2026_WOP_124_subplot_1","755725","CU_ARS_2026_WOP_124","NC18-5877N","124","3","","1","7","4","1"
"CU_ARS_2026_WOP_124_subplot_2","755726","CU_ARS_2026_WOP_124","NC18-5877N","124","3","","1","7","4","2"
"CU_ARS_2026_WOP_124_subplot_3","755727","CU_ARS_2026_WOP_124","NC18-5877N","124","3","","1","7","4","3"
"CU_ARS_2026_WOP_125_subplot_1","755443","CU_ARS_2026_WOP_125","NC18-5877N","125","3","","1","7","5","1"
"CU_ARS_2026_WOP_125_subplot_2","755444","CU_ARS_2026_WOP_125","NC18-5877N","125","3","","1","7","5","2"
"CU_ARS_2026_WOP_125_subplot_3","755445","CU_ARS_2026_WOP_125","NC18-5877N","125","3","","1","7","5","3"
"CU_ARS_2026_WOP_126_subplot_1","756490","CU_ARS_2026_WOP_126","NF12AS-108-4_1","126","3","","1","7","6","1"
"CU_ARS_2026_WOP_126_subplot_2","756491","CU_ARS_2026_WOP_126","NF12AS-108-4_1","126","3","","1","7","6","2"
"CU_ARS_2026_WOP_126_subplot_3","756492","CU_ARS_2026_WOP_126","NF12AS-108-4_1","126","3","","1","7","6","3"
"CU_ARS_2026_WOP_127_subplot_1","756592","CU_ARS_2026_WOP_127","NF12AS-108-4_1","127","3","","1","7","7","1"
"CU_ARS_2026_WOP_127_subplot_2","756593","CU_ARS_2026_WOP_127","NF12AS-108-4_1","127","3","","1","7","7","2"
"CU_ARS_2026_WOP_127_subplot_3","756594","CU_ARS_2026_WOP_127","NF12AS-108-4_1","127","3","","1","7","7","3"
"CU_ARS_2026_WOP_128_subplot_1","756091","CU_ARS_2026_WOP_128","Gerard 227","128","3","","1","7","8","1"
"CU_ARS_2026_WOP_128_subplot_2","756092","CU_ARS_2026_WOP_128","Gerard 227","128","3","","1","7","8","2"
"CU_ARS_2026_WOP_128_subplot_3","756093","CU_ARS_2026_WOP_128","Gerard 227","128","3","","1","7","8","3"
"CU_ARS_2026_WOP_129_subplot_1","756367","CU_ARS_2026_WOP_129","Gerard 227","129","3","","1","7","9","1"
"CU_ARS_2026_WOP_129_subplot_2","756368","CU_ARS_2026_WOP_129","Gerard 227","129","3","","1","7","9","2"
"CU_ARS_2026_WOP_129_subplot_3","756369","CU_ARS_2026_WOP_129","Gerard 227","129","3","","1","7","9","3"
"CU_ARS_2026_WOP_130_subplot_1","756172","CU_ARS_2026_WOP_130","FL17539-25","130","3","","1","7","10","1"
"CU_ARS_2026_WOP_130_subplot_2","756173","CU_ARS_2026_WOP_130","FL17539-25","130","3","","1","7","10","2"
"CU_ARS_2026_WOP_130_subplot_3","756174","CU_ARS_2026_WOP_130","FL17539-25","130","3","","1","7","10","3"
"CU_ARS_2026_WOP_131_subplot_1","756133","CU_ARS_2026_WOP_131","FL17539-25","131","3","","1","7","11","1"
"CU_ARS_2026_WOP_131_subplot_2","756134","CU_ARS_2026_WOP_131","FL17539-25","131","3","","1","7","11","2"
"CU_ARS_2026_WOP_131_subplot_3","756135","CU_ARS_2026_WOP_131","FL17539-25","131","3","","1","7","11","3"
"CU_ARS_2026_WOP_132_subplot_1","755842","CU_ARS_2026_WOP_132","PA7617-3460","132","3","","1","7","12","1"
"CU_ARS_2026_WOP_132_subplot_2","755843","CU_ARS_2026_WOP_132","PA7617-3460","132","3","","1","7","12","2"
"CU_ARS_2026_WOP_132_subplot_3","755844","CU_ARS_2026_WOP_132","PA7617-3460","132","3","","1","7","12","3"
"CU_ARS_2026_WOP_133_subplot_1","755998","CU_ARS_2026_WOP_133","PA7617-3460","133","3","","1","7","13","1"
"CU_ARS_2026_WOP_133_subplot_2","755999","CU_ARS_2026_WOP_133","PA7617-3460","133","3","","1","7","13","2"
"CU_ARS_2026_WOP_133_subplot_3","756000","CU_ARS_2026_WOP_133","PA7617-3460","133","3","","1","7","13","3"
"CU_ARS_2026_WOP_134_subplot_1","756421","CU_ARS_2026_WOP_134","LA18155SSB-20-2","134","3","","1","7","14","1"
"CU_ARS_2026_WOP_134_subplot_2","756422","CU_ARS_2026_WOP_134","LA18155SSB-20-2","134","3","","1","7","14","2"
"CU_ARS_2026_WOP_134_subplot_3","756423","CU_ARS_2026_WOP_134","LA18155SSB-20-2","134","3","","1","7","14","3"
"CU_ARS_2026_WOP_135_subplot_1","756136","CU_ARS_2026_WOP_135","LA18155SSB-20-2","135","3","","1","7","15","1"
"CU_ARS_2026_WOP_135_subplot_2","756137","CU_ARS_2026_WOP_135","LA18155SSB-20-2","135","3","","1","7","15","2"
"CU_ARS_2026_WOP_135_subplot_3","756138","CU_ARS_2026_WOP_135","LA18155SSB-20-2","135","3","","1","7","15","3"
"CU_ARS_2026_WOP_136_subplot_1","755929","CU_ARS_2026_WOP_136","NF12AS-107-4_4","136","3","","1","7","16","1"
"CU_ARS_2026_WOP_136_subplot_2","755930","CU_ARS_2026_WOP_136","NF12AS-107-4_4","136","3","","1","7","16","2"
"CU_ARS_2026_WOP_136_subplot_3","755931","CU_ARS_2026_WOP_136","NF12AS-107-4_4","136","3","","1","7","16","3"
"CU_ARS_2026_WOP_137_subplot_1","755914","CU_ARS_2026_WOP_137","NF12AS-107-4_4","137","3","","1","7","17","1"
"CU_ARS_2026_WOP_137_subplot_2","755915","CU_ARS_2026_WOP_137","NF12AS-107-4_4","137","3","","1","7","17","2"
"CU_ARS_2026_WOP_137_subplot_3","755916","CU_ARS_2026_WOP_137","NF12AS-107-4_4","137","3","","1","7","17","3"
"CU_ARS_2026_WOP_138_subplot_1","755428","CU_ARS_2026_WOP_138","NF99414","138","3","","1","7","18","1"
"CU_ARS_2026_WOP_138_subplot_2","755429","CU_ARS_2026_WOP_138","NF99414","138","3","","1","7","18","2"
"CU_ARS_2026_WOP_138_subplot_3","755430","CU_ARS_2026_WOP_138","NF99414","138","3","","1","7","18","3"
"CU_ARS_2026_WOP_139_subplot_1","755776","CU_ARS_2026_WOP_139","NF99414","139","3","","1","7","19","1"
"CU_ARS_2026_WOP_139_subplot_2","755777","CU_ARS_2026_WOP_139","NF99414","139","3","","1","7","19","2"
"CU_ARS_2026_WOP_139_subplot_3","755778","CU_ARS_2026_WOP_139","NF99414","139","3","","1","7","19","3"
"CU_ARS_2026_WOP_140_subplot_1","756394","CU_ARS_2026_WOP_140","TX20CAS1071","140","3","","1","7","20","1"
"CU_ARS_2026_WOP_140_subplot_2","756395","CU_ARS_2026_WOP_140","TX20CAS1071","140","3","","1","7","20","2"
"CU_ARS_2026_WOP_140_subplot_3","756396","CU_ARS_2026_WOP_140","TX20CAS1071","140","3","","1","7","20","3"
"CU_ARS_2026_WOP_141_subplot_1","756571","CU_ARS_2026_WOP_141","TX20CAS1071","141","3","","1","8","20","1"
"CU_ARS_2026_WOP_141_subplot_2","756572","CU_ARS_2026_WOP_141","TX20CAS1071","141","3","","1","8","20","2"
"CU_ARS_2026_WOP_141_subplot_3","756573","CU_ARS_2026_WOP_141","TX20CAS1071","141","3","","1","8","20","3"
"CU_ARS_2026_WOP_142_subplot_1","755632","CU_ARS_2026_WOP_142","NO_OATS_PLANTED","142","3","","1","8","19","1"
"CU_ARS_2026_WOP_142_subplot_2","755633","CU_ARS_2026_WOP_142","NO_OATS_PLANTED","142","3","","1","8","19","2"
"CU_ARS_2026_WOP_142_subplot_3","755634","CU_ARS_2026_WOP_142","NO_OATS_PLANTED","142","3","","1","8","19","3"
