,OKAY,PA7617-3658,PA7617-3460,NORA,NF18,NF99414,AURORA,FLLA17069-52,NF13-4126-4_3,NF12AS-122-4_3,NF401_1,TX19CAS0058,NF05424_2,NF12AS-108-4_1,LA17129SBSS-8-1,Clav 6982,NF97405B2,NF12AS-91-4_1,NF12AS-107-4_4,FLLA17088-77,FLLA11019-8,LA17153SBSS-46-1,SCLA17031SBSS-4-1,NF12AS-122-4_4,NF13-4173-4_5,Clav 7618,NF13-4173-4_6,NF502_5,FLLA17069-54,LA17153SBSS-55-1,TX19CAS0057,FLLA17069-65,NF13-4157-4_2,NF12AS-73-4_3,NF00407,NF12AS-108-4_4,FLLA17069-53,LA17089SBS-45-1-1,NF13-4083-4_6,NF13-4124-4_8,SCLA17080SBS-4-2,SCLA17018SBSS-45-1,LA17075SBSS-29-1,NF13-4214-4_5,NF13-4173-4_4,NF13-4214-4_1,NF12AS-100-4_2,NF01404A,LA08039SBSBS-56-A1,Clav 4476,NF01401B,FLLA17088-61,NF13-4153-4_2,NF13-4124-4_3,LA17069SBSS-2-1,FLLA16083-25,NC21-6429,NC17-6440,Gerard 227,NC18-5877N,NC20-4795,NC20-4700,NC20-4402,NC20-4452,NC21-6475,NC20-4551,NC20-4526,NC21-6492,NC21-6497,NC21-6502,NC21-6505,NC21-6511,NC19-3542,NC20-4702,NC21-6576,Horizon 578,NC21-6609,NC21-6610,GERARD224,NC09-4503N,NF12AS-107-4_2-1,NF97405-1,NF99401_1-1,NF99414-1,HARRISON,HORIZON201,OZARK|POGI,Juggernaut,LA99016,Savage,LA15015SB-S50,TX18OCS9100,TX18OCS9104,TX18OCS9125
NF401_1,-0.004712821105449,0.221857600638254,0.0998627720885237,0.119505647874582,0.0993609245454663,-0.090984162388736,0.774854287820416,0.0517810250520876,0.296980547725715,0.13446968521766,1.46358331270167,0.109511725981591,0.307042110112795,0.102913699668317,0.0612107554429776,0.173039730988583,0.318761249968819,-0.0425507134751049,-0.123976397418133,-0.0498588901835584,-0.0355816194416819,-0.0066262840644847,0.0993039260566064,0.145722217258728,0.000163799457447467,0.0259743653933019,0.166040239858798,0.251959191721615,0.00937059167408364,-0.090355746610174,-0.0323201664639366,-0.0534316896560393,0.12354013819754,0.192404054833599,0.205538209682598,0.107286252861365,0.0162433179959142,0.0635442579045913,0.248729196701736,0.195009989449474,-0.0919518799602719,-0.075958345965697,-0.0597116417369677,0.469986274243723,0.118254023043366,0.574763078748411,0.126480650023192,0.103362426008388,0.226492737760051,0.170452157886695,0.213027908386109,0.0589060136107453,0.524271482647685,0.174093820133694,-0.167329300226466,0.0923033465959639,-0.306296700099575,-0.200526459454091,-0.319488988798553,-0.29197087292768,-0.2464895380568,-0.224981039856077,-0.313479316123035,-0.236067567488581,-0.35438384500405,-0.27794675839002,-0.292966809242472,-0.313798526722653,-0.316830388379973,-0.207007395513898,-0.166233104695451,-0.132760425319929,-0.269646824652902,-0.185017697700495,-0.321400601017596,-0.299669654236105,-0.100857590707884,-0.0994376934466257,-0.303467720172102,-0.129239210938838,-0.115249684916924,0.0817677516453566,-0.0885261982142563,-0.184331203529395,-0.200899794561595,-0.105789930656267,-0.079782940281873,-0.212626423684867,-0.184110448814814,-0.106433004268358,-0.289750975205012,-0.166095126046798,-0.277716869952557,-0.41057425061531
TX19CAS0058,-0.0181700144847216,-0.0477241972366002,0.0513128890579409,0.0342932073500655,-0.0977203098950326,-0.0728841902896345,0.0266272872716206,0.388828044190119,-0.0706512297165811,-0.0281458147357952,0.109511725981591,1.83049901665663,-0.0944684917249353,-0.0941675347721819,0.0625911577126571,0.233479541280406,-0.117123670320567,0.166466106153662,0.0895800398019278,0.332378446913885,0.205785096385292,0.0596882530259872,-0.0981800398632394,-0.0548256858598503,-0.065586335139558,-0.174979729154857,-0.113692340959415,-0.0475656918619771,0.346998734985211,0.0313329046184787,1.46234826604088,0.184963113461052,-0.0114926429309992,-0.129984226915589,0.0877931083911324,-0.0935106499417711,0.375147513626979,0.235881828053291,-0.032668324714784,-0.13536394473475,-0.0544770596487524,0.329327526613159,0.124796537060618,-0.0480969460573173,0.0508382901019266,-0.0744523556338281,-0.0917530711061402,0.0148762675878424,0.17429146630063,-0.0075314927492403,0.0427116528126435,0.36104864299394,0.051967113676446,-0.0263364074728102,0.260195375043142,0.348338432810523,-0.0931342973060699,-0.0820923775829997,-0.345638934497556,-0.295250093068208,-0.0601046384161369,-0.254256608298066,-0.240750408291708,-0.30001465650554,-0.13706887179357,-0.308062128178547,-0.27788520912783,-0.369762646875587,-0.373372771613617,-0.236206469381571,-0.159144673136407,-0.226984517771955,-0.200993152438876,-0.243738008798698,-0.291756059649266,-0.374985648154265,-0.160436794764056,-0.164357542956603,-0.27083762555473,-0.20609589486186,-0.338320176901107,-0.313414993203294,-0.253441340840459,-0.184353494223387,-0.22612354699898,-0.0509713194158909,-0.169853038424707,-0.0461106933699408,-0.124717617410081,0.130839551068535,0.199426062627556,0.0960772269523327,0.510182217413129,0.159501456761832
NF05424_2,0.820314001645304,0.266239187958077,0.288405665956161,0.193693503500454,-0.0341089016295524,0.248997010818665,0.547527930890991,-0.0791366749596905,0.226160227382985,0.101968473528058,0.307042110112795,-0.0944684917249353,1.56288146836377,-0.0354712439698937,0.0459593991614132,0.17093189635639,0.346700469719471,0.267390296735062,-0.0915511297459289,-0.00120929055718562,0.0469403154492559,-0.0675299547803671,-0.0345999364246616,0.102460649086637,0.0160835466012772,0.136572072662183,0.113574862558309,0.398010127471102,-0.00293935843837656,-0.0640753462846058,-0.0676816363121259,-0.00789484269490335,0.108745583698949,0.289748702560701,-0.00169694912869671,-0.0370149416958497,-0.0257244844804036,0.0755606034792903,0.185291980934604,0.0703704153190206,0.0322527522555201,-0.0152755599487965,0.0792858334302739,0.184369521144367,0.0796341733692404,0.114524042833624,-0.00832307001798781,0.0634470255683979,0.0295511732511289,0.0958442829708849,0.375481764700017,-0.0316610926815365,0.00218930552750687,0.120633754089468,-0.161430604767266,-0.0376852459753396,-0.274343452840059,-0.118107297121212,-0.22999739782067,-0.252009187816472,-0.266409434763881,-0.23125942233663,-0.33364211242233,-0.194945069086397,-0.220089639605421,-0.208557299295263,-0.253557078879432,-0.354337763050995,-0.357220331101526,-0.243638051100523,-0.242432926203279,-0.203838014899686,-0.180704962292023,-0.176036584702797,-0.19446241123757,-0.332379982026044,-0.163854628990492,-0.15807133156045,-0.29195180072332,-0.0528614350803455,-0.23586009562165,0.16079571178716,0.236238520840994,-0.0245269369597109,0.332065493658022,-0.277282220362698,-0.000281166055470037,-0.229138333649238,-0.243079443932062,-0.272134426660628,-0.263652076524115,-0.367120670712056,-0.291211664453679,-0.336741768148262
NF12AS-108-4_1,0.00316036938343779,-0.106188275898249,-0.11228250673273,0.0220281287819106,1.15062899925342,0.0577387676423477,0.022426836298474,0.100485414941969,0.00348765978542882,0.23137812011771,0.102913699668317,-0.0941675347721819,-0.0354712439698937,1.15418177437627,-0.125283024804751,-0.182508046517149,-0.0322263291268036,0.126892817568412,-0.0863566812733342,0.0331387513804073,-0.0858611023003163,-0.274578808172598,1.15003030861578,0.176563296256349,0.468126387256397,-0.074718587588077,-0.0283727612793877,0.032950952255116,-0.040147245066228,-0.205553794349756,-0.125021856679777,-0.0396769517502893,0.597330364473689,-0.0512389384743808,0.109573919953243,1.15157635224803,-0.10056960806969,-0.120064282535349,0.0540435878626122,0.0985935941283927,-0.172531500683134,-0.0824845919889371,0.208528294336567,0.56139682841352,0.0251233831195392,0.582289679099164,1.11679395537245,-0.0706720714425358,0.0362567440152109,-0.0844299229991027,0.00431393009556705,-0.000625163271592629,0.647883345734543,0.0410440964773793,-0.216449581383234,-0.119199001859548,-0.206076954470828,-0.223738683974003,-0.245625779395731,-0.196937227741802,-0.218316115866621,-0.264242433223442,-0.192285806265475,-0.0999128794108698,-0.266101569095385,-0.167645868484141,-0.199749343828682,-0.178343943686487,-0.184339643484399,-0.203696048512654,-0.284477803174641,-0.281088326598705,-0.208677338352647,-0.156653471866786,-0.22640297118719,-0.207053927644164,-0.127998821940751,-0.12034256221375,-0.215975383927617,-0.295597023644395,0.850227814658525,-0.246174128504819,-0.255504010801842,-0.322485774112938,-0.170889021301872,-0.148071108999098,-0.285583045994913,-0.370255040715975,-0.252528290793955,-0.219189989991205,-0.317442106775421,-0.373593376875223,-0.253509433437595,-0.209972378287582
LA17129SBSS-8-1,0.0672302638235903,0.136555721446986,0.207384158824736,-0.132899235258651,-0.12392068246441,-0.0411056997908596,0.0459935518586104,0.250432191268844,0.0816328709244412,-0.102725354834547,0.0612107554429776,0.0625911577126571,0.0459593991614132,-0.125283024804751,2.23562857179575,0.471764430879712,0.0354441304086583,0.0755379104928455,0.140136153157252,0.144543942896324,0.316019453615973,0.0355379176486649,-0.124367518548478,-0.0400613419808588,0.0025171924060222,0.295414904679557,0.0543074992514729,-0.0518095959005555,0.0804023100382456,-0.0465448326209057,0.0931201807157738,0.354986570304046,-0.0187548410049566,-0.00353806060700976,0.169796326697633,-0.127723913380434,0.114594700561538,0.229822420310523,0.0846724805402978,0.0132077059396481,0.111838316377824,0.289125450613263,0.1081531701007,-0.0221325318573859,-0.130179439156812,-0.0855298724570087,-0.124475845323446,0.0592293900169756,-0.0910960794472577,0.305911147342526,0.153110760085574,-0.0105409343220324,0.0353678144343455,0.00144284355183187,0.126782488364114,0.135956389970267,-0.137039810942226,-0.115740056066978,-0.196237813870094,-0.231204097174517,-0.154482580403913,-0.223840891154416,-0.169831175429393,-0.213893410870665,-0.236609343424848,-0.146230637024843,-0.117906217658465,-0.187154517163714,-0.185292608052213,-0.164187161245175,-0.108638115936256,-0.0519303286077593,-0.266473068911001,-0.106184120819223,-0.231646238664247,-0.165870430470191,-0.131349991538089,-0.137361501420799,-0.177774152618363,-0.088411278283098,-0.306973379347045,-0.0246763509402562,-0.393177011979155,-0.261574711738325,-0.17220769256263,-0.248986734633805,-0.333204984351254,0.166904975782979,-0.198563038465799,-0.147928202659387,-0.134404111005463,0.0860051194845839,-0.0654021005211051,0.0352482363325746
Clav 6982,-0.0687688841564633,0.754580477776227,0.577142035979906,0.00984601910375315,-0.181145704176808,0.0139816574856097,0.170191062236436,0.248806885093897,0.131414166243459,0.175362552728186,0.173039730988583,0.233479541280406,0.17093189635639,-0.182508046517149,0.471764430879712,2.68991938160548,0.139683664567529,0.124505739772054,-0.063611237967196,0.0584792864634942,0.0987919665819757,-0.0203644924740699,-0.180527244413405,0.316314148173836,0.0146098217705643,0.691072551983135,0.118256256899477,0.408801029248627,0.095362170486674,-0.0303208605776137,0.0758219222569797,0.293022529971809,-0.0726007980406088,0.0713578086971983,-0.0808644355092939,-0.182893535318689,-0.100194910084088,0.486853783913952,0.0479883656825063,0.216938567196628,-0.0191740664075485,0.374242643058263,0.215213459549208,-0.0601276680559427,0.150663436859104,-0.0562660455427037,-0.149830623292215,0.0847974650981448,0.00653681729740634,0.425732027044679,0.0319181098976916,-0.0369195553532019,0.00157789333532695,0.238554625861047,0.180881399167291,0.0282178847680082,-0.377917194196257,-0.129591722170059,-0.379462941949028,-0.302879990859156,0.0483105549172482,-0.243932002984192,-0.396224182746827,-0.335656173209431,-0.173038621029002,-0.319842322796873,-0.364535593853835,-0.385313190122186,-0.384765952462362,-0.384485446387068,-0.374603075046186,-0.373722835252245,-0.181664090347065,-0.258012401082051,-0.338727484513484,-0.368802057874621,-0.193060735008549,-0.20344893505385,-0.388931060747854,-0.220107642170054,-0.406432051485839,-0.0615190776550848,-0.146003403012685,-0.17088696453854,-0.358742165864328,-0.258120070399407,-0.1294615040665,-0.00182933098909396,-0.350901120988449,-0.341256513297327,-0.231493796032095,0.10713299924382,-0.152344908012169,0.018570493046689
NF97405B2,0.247758174736762,0.198836826780228,0.268074226356936,0.117259258463092,-0.0308639867864624,0.118709745846983,0.208602124212579,-0.0445720615969077,0.865964920502895,0.234365171420276,0.318761249968819,-0.117123670320567,0.346700469719471,-0.0322263291268036,0.0354441304086583,0.139683664567529,1.71115381886438,0.070056562029223,-0.211934542415104,-0.0788053030771007,-0.158745882387717,0.0206788123381131,-0.0302522565337268,0.203814286360785,-0.0561844482119815,0.124157411704134,0.205483665020521,0.253072132274761,-0.0711422363885199,0.0673111328303965,-0.125219883254642,0.0620665623326953,0.754385863915977,0.989389799317592,0.0697264881320062,-0.0315999271731868,-0.0326350980832788,-0.082311203046792,0.738300020686078,0.173372548635611,-0.0581343584455906,-0.136046255786682,-0.0602112092434385,0.0657530847945983,0.139483677128986,0.0771833405371963,-0.0464137808557617,0.0910922981109858,0.120615576960074,0.230974564691082,0.132398207198743,-0.0679055526132418,0.144922864646046,0.191853943125905,0.0805251193530926,-0.00119582129480256,-0.334701602118441,-0.156996643692083,-0.287067102811756,-0.295460711419686,-0.249320388377127,-0.294687699730142,-0.340329666110167,-0.260477107409759,-0.336346495542453,-0.346926412091663,-0.326446174835329,-0.388168842872785,-0.39257286722457,-0.236120206883218,-0.280713419692654,-0.275818556761922,-0.158845557718428,-0.323361483797991,-0.333094650827135,-0.376235221272913,-0.215098905852978,-0.198984939785746,-0.313247340600516,-0.236531011514766,-0.233932988327337,1.34252025323576,-0.0973377095377165,-0.0416122016939254,0.0115962760583302,-0.322833255652516,-0.118383516282136,-0.285347454166431,-0.25565073176946,-0.29770008269309,-0.411381590618644,-0.193961830940637,-0.25219779199536,-0.386673552119383
NF12AS-91-4_1,0.337845324083901,0.208408368774446,0.0647210644471241,0.00823419030330929,0.128255159908753,0.148782113094971,0.265694818823039,0.0173390859874122,-0.136914997851138,0.289295204028419,-0.0425507134751049,0.166466106153662,0.267390296735062,0.126892817568412,0.0755379104928455,0.124505739772054,0.070056562029223,1.54786999735326,-0.0128898270489175,0.0947504890270708,0.142663357542925,-0.293496327743303,0.127684221540052,0.362737609704638,0.542337678825417,0.128128782549168,0.103456484852561,0.290834871556872,-0.00698479752920583,-0.274360123244939,0.153694549541977,0.035416615718982,0.095692657564509,0.0869183025600882,0.0152067830299259,0.125269216268864,0.124878159164091,-0.129919706957041,0.0924685704626911,0.181037187298398,-0.116728383033374,-0.109739387797661,0.113006026133947,0.0728365757112731,0.062192856637199,0.0793529292113424,0.158116727488298,-0.0277891451441065,-0.0321726664686155,0.0392888775753222,0.373344605446108,0.0527428448583681,0.170331229209378,0.132052579599988,-0.0150393344608057,0.135581643483762,-0.055904096055628,-0.159528650512734,-0.258742298307872,-0.242379043629176,-0.128241356950945,-0.19081675125989,-0.151602973611229,-0.177016159679802,-0.169982648487132,-0.2051730174863,-0.258486841933442,-0.225100183716682,-0.230315038746916,-0.213399100185614,-0.260937091435901,-0.177552450304963,-0.218844223776687,-0.154059247485147,-0.213874232968067,-0.216198995880247,-0.124765990967755,-0.131485213061203,-0.267566902049381,-0.287205224628452,-0.0373580566228371,-0.100793903096079,-0.181956269785618,-0.186153430381042,-0.0912577627694872,-0.175994902560574,-0.244833216603905,-0.348785608848299,-0.195444955809509,-0.130276748341096,-0.177434288963149,-0.14772524489705,-0.0440774700469549,-0.0821127280422942
NF12AS-107-4_4,0.121894748337176,-0.184385409940244,-0.0235484017184346,0.0031427183812955,-0.0899094563961849,0.0932506508801728,-0.0765866587265319,0.164267881843447,-0.21405904450986,-0.0733087567709102,-0.123976397418133,0.0895800398019278,-0.0915511297459289,-0.0863566812733342,0.140136153157252,-0.063611237967196,-0.211934542415104,-0.0128898270489175,1.77796430673717,0.281182967606739,0.309282377167162,0.0552975047779216,-0.0903730302883577,-0.113603894531615,-0.039750108288776,-0.0319296705718197,-0.0281041574395324,-0.178158387878749,0.185005834469126,-0.0162429499425583,0.20355853454567,-0.107251794053917,-0.123331440221745,-0.095322210925239,0.139975597048619,-0.0857036403668895,0.189496183653868,0.260179591478139,-0.112942488924703,-0.0372288107546112,0.0466993246127453,0.188835725553533,0.0807748446170889,-0.111516601487649,0.00417912335335929,0.000390106292416351,-0.0879012444795848,-0.0521048080035132,0.016223289621236,-0.0958968692788645,0.101561036650482,0.229584042604841,-0.0835496072491108,-0.0543436286763857,0.3506705975032,0.31035292777289,-0.00342709267079292,-0.148074186323013,-0.127249189922325,0.0169928180427112,0.000297428679999447,-0.0494303314762126,0.0299402724126654,-0.165392573828391,0.256881872747473,-0.118089324484419,-0.158571135529428,0.168751631288918,0.163574921542526,-0.040349828983024,-0.0685749012598672,-0.137513545542704,-0.164534789398159,-0.1212628366626,-0.0920640130516126,0.159424130559387,-0.316935189409296,-0.31067931583512,-0.0777602921915621,-0.219228796174054,-0.258963378850784,-0.433386910723309,-0.124766446703289,-0.109604596504833,-0.0457879815644024,-0.0639270359445283,-0.22871171426067,-0.0974457764082908,-0.0134507652157252,-0.0376305501472417,0.253783477193365,0.121381694103447,-0.088696146783229,0.0568532257515291
FLLA17088-77,0.0448107422052933,-0.158830511650288,0.0120111369439799,0.0304661362651475,0.0295859762575566,0.0311114227320506,-0.0701582996537753,0.157975339660135,-0.0963250999038664,-0.00181898603513669,-0.0498588901835584,0.332378446913885,-0.00120929055718562,0.0331387513804073,0.144543942896324,0.0584792864634942,-0.0788053030771007,0.0947504890270708,0.281182967606739,1.52294388189429,0.12570792864212,-0.0766117081723102,0.0301679575127311,0.0143857153577066,0.0746664519674571,-0.00283698099422718,0.00172304318417441,-0.0133100818607331,0.119964287184298,-0.0828365737596108,0.351066700060606,0.0442973938164693,-0.00742282596780414,-0.141294750486659,0.207480794695652,0.03156128889296,0.0952715241644075,0.0988541917525566,0.013076992297804,-0.048437520441799,-0.024043558993063,0.0192126619107988,0.163691074264145,-0.00794136567868695,0.0133439026285542,-0.0789687872510345,0.0297398175397579,0.0382126972829263,-0.0549611793970711,0.0365225956435046,0.0706085698320125,0.829301252576237,0.0565692097848516,-0.0723286960813568,0.0549612174080046,0.115801391533107,-0.0276640575716965,-0.128965265913899,-0.138963891441789,-0.0978920579178032,-0.110816429110044,-0.0739870353724367,-0.0660275015674349,-0.123690771338834,-0.042156036983123,-0.20882297215255,-0.163665806903555,-0.111809623308975,-0.111034061793871,-0.125685255941567,-0.168995558661246,-0.181507761328299,-0.096924461276259,-0.0859057494688923,-0.128633704662182,-0.120138520431258,-0.140786555769872,-0.137801627652267,-0.0134117772272702,-0.163439316416109,-0.176067104269868,-0.285580654859298,-0.30777358439755,-0.189864579509771,-0.171698293323115,-0.161445672185443,-0.214557728664129,-0.245024097152453,-0.0785228609135928,-0.0093264499691336,0.00226079285735855,-0.0299556767124082,0.057555261866734,0.164085338936802
FLLA11019-8,0.164016261791492,0.0445137023723482,0.059564648619698,-0.00371961644309039,-0.0894138774231671,0.0837872040533208,-0.0730704464983613,0.105547320796378,-0.109197911139435,-0.0835970555994267,-0.0355816194416819,0.205785096385292,0.0469403154492559,-0.0858611023003163,0.316019453615973,0.0987919665819757,-0.158745882387717,0.142663357542925,0.309282377167162,0.12570792864212,1.77390856560636,-0.0127731917994892,-0.0898776952026297,-0.00616448883597028,-0.0181363936377531,0.0752298933616194,-0.0870686522046734,-0.195170178641698,0.258298777323047,-0.0728860961393624,0.328218751985208,0.229362301304366,-0.0990072651551679,-0.0504769402331976,0.0378338113672784,-0.0873800018676452,0.36717452290621,0.168454944073165,-0.0133047492778037,-0.15728687127625,-0.0241093094098806,0.264668397362395,0.198564451886456,0.0326998904648564,-0.0925655897663805,-0.023990337545226,-0.0788221049174169,0.13747754649414,-0.00434367914408338,0.0282636752066016,0.057875743385153,0.160612601346945,-0.10653791988563,-0.175934257599067,0.238996154063489,0.200130060321938,0.143789376941979,-0.162784981457028,-0.217408780032377,-0.0293625712418459,-0.0528265532486803,-0.0586167064751863,-0.0881262652564138,-0.192595886161506,-0.129571241856778,-0.134443775992213,-0.165198144873365,-0.289354615125843,-0.28995397580341,-0.147974993088695,-0.0958766740715495,-0.112541168846323,-0.205357152633899,-0.158185814115274,-0.123123523528224,-0.278511741644816,-0.186429907631465,-0.183469546142183,-0.199428063630111,-0.0760673625289919,-0.304128105329365,-0.335940011021696,-0.144199279933664,-0.0370471466541888,-0.0253241289827547,-0.0735881303824324,-0.1934719706018,-0.0664845510646182,-0.0178546939586795,-0.0842802769132837,0.0537286824732058,0.252837217843941,0.079014781756955,0.0457012889105277
LA17153SBSS-46-1,-0.165018492793699,-0.042697461563538,-0.0649012689729598,0.02437920595636,-0.273215794727656,-0.169560868322907,0.000596990768205195,-0.189315842613466,0.179703311697502,-0.247652670704793,-0.0066262840644847,0.0596882530259872,-0.0675299547803671,-0.274578808172598,0.0355379176486649,-0.0203644924740699,0.0206788123381131,-0.293496327743303,0.0552975047779216,-0.0766117081723102,-0.0127731917994892,2.80712554650492,-0.271446792353529,-0.28265458748339,0.0732170784689187,-0.085911931958238,0.0207666135095937,-0.0508994577573666,0.0298130208445484,2.51800853228623,0.120109904993808,0.442543972070315,-0.233501628425872,-0.0937885569722988,0.00516792658725121,-0.274919154052988,0.00694631403607738,0.115286528098099,-0.0708298565255608,0.00685554196889991,1.33390829477829,0.852230325844872,-0.0493251593412289,-0.182113164442331,0.00512306657377311,-0.0684182310823813,-0.290137406015196,0.0250846230413733,0.0709695402622329,0.303184995500057,-0.121177974853763,-0.0522983440288058,-0.138642346433245,0.0316967316796829,0.86708236472932,-0.101755254943771,-0.310510812242545,-0.295050482120762,0.156617065503329,-0.112790308784274,-0.239279498133063,0.056652464481121,-0.219277112357219,-0.315425371858867,-0.195213986940873,-0.182412577767219,0.00489527896162488,-0.266457638710648,-0.263669913652492,-0.284447311120061,-0.122510713948253,-0.156153650127556,-0.214006832566753,-0.177607356744571,0.00956334026614701,-0.266311510536304,-0.295769471208977,-0.312059916478798,-0.0856588337508508,0.0190259846809815,-0.441446656653939,-0.140307338323267,-0.198449201670816,-0.180154909413461,-0.324990259290852,-0.285585366351061,-0.141887253900251,1.18626633962238,-0.300597932613511,-0.244444246081066,-0.167508394831348,0.100989399356786,-0.257963435904426,-0.372025452637085
SCLA17031SBSS-4-1,0.00297553138058711,-0.105424248012442,-0.111372950753077,0.0204124046691892,1.15139265095612,0.057527070191535,0.0254111465760614,0.100214987379589,0.00648129052389864,0.228309767505576,0.0993039260566064,-0.0981800398632394,-0.0345999364246616,1.15003030861578,-0.124367518548478,-0.180527244413405,-0.0302522565337268,0.127684221540052,-0.0903730302883577,0.0301679575127311,-0.0898776952026297,-0.271446792353529,1.15245969592471,0.173520421965855,0.470891357203788,-0.0727236034504818,-0.0286093090366921,0.0337885874596862,-0.039273636339354,-0.202455764258813,-0.129021145711348,-0.0426119111183933,0.600031749786623,-0.0563769317978996,0.110373847004418,1.14587595691741,-0.103474600579369,-0.117009848675659,0.05487125014724,0.0993989248832221,-0.169451246342071,-0.0843622747340862,0.211421019250947,0.559203198947083,0.0248605085195189,0.57901094041499,1.11478503989872,-0.0676404528350524,0.0321800537475847,-0.08243015966101,0.00406117197926112,0.00133335756663415,0.648103503308731,0.0396985595775989,-0.213347713813481,-0.116143490130245,-0.207614353231644,-0.225249664249018,-0.243518689640419,-0.195978437212926,-0.217606196262334,-0.262065249224864,-0.190221790933327,-0.0990008821109928,-0.265105983395366,-0.1678145403891,-0.200164584478115,-0.177394380593867,-0.183391340455039,-0.202731510335313,-0.281293883572676,-0.277915614268384,-0.207715109131709,-0.161810651457603,-0.225348439650024,-0.206087718880191,-0.125958539773862,-0.118298977097987,-0.215006664428179,-0.295674550864288,0.853167304818187,-0.244065713680213,-0.255629834024333,-0.322578263964206,-0.170988992249842,-0.151019469159591,-0.290688627948825,-0.367041103254017,-0.254224365218086,-0.216835251269301,-0.322449128979767,-0.371426785259056,-0.257472779221613,-0.210090837659993
NF12AS-122-4_4,-0.0678192804281115,0.525726704390327,0.46516848424547,-0.0484867530610547,0.17300877099797,-0.016133227730465,0.192324655913057,0.035549226931319,0.0566888152900767,1.34450348845314,0.145722217258728,-0.0548256858598503,0.102460649086637,0.176563296256349,-0.0400613419808588,0.316314148173836,0.203814286360785,0.362737609704638,-0.113603894531615,0.0143857153577066,-0.00616448883597028,-0.28265458748339,0.173520421965855,1.68737080880165,0.115624073864053,0.386415141940896,0.279413282806737,0.675003671335519,-0.0741139388786007,-0.258905942665865,-0.0624097148132911,-0.116923161211526,0.175163405293362,0.184240081676154,0.0629048661153976,0.175058969237648,-0.126773124659705,-0.143836787008094,0.0453470545136582,0.266603695694658,-0.231314328214286,-0.151624288814183,0.0276548713242418,0.239274052092589,0.38040223897344,0.145648653542349,0.19155132960868,0.122250937332167,0.0429446560814934,0.134357898625807,0.186057979331694,-0.0626803949927645,0.271937536800305,0.401009806447542,-0.104038319416093,-0.127250384237393,-0.323062552101119,-0.0355668476279085,-0.295538302330871,-0.264618419697538,-0.151078246778317,-0.212661028856714,-0.301508208408162,-0.273695586209545,-0.175554094504237,-0.278294761059253,-0.285979747259408,-0.297219948934412,-0.297497521744385,-0.273324279084808,-0.257438217359421,-0.275309858923967,-0.215042301610182,-0.223864322350268,-0.337489942018304,-0.268752019328355,-0.0466175629047917,-0.0457088224780052,-0.288761688949364,-0.157482105745441,-0.0218778735955638,-0.024171199295352,-0.302315387400846,-0.191768157884857,-0.282422902415166,-0.258796321319307,-0.212009986797469,-0.366428202566952,-0.255228732913685,-0.236531267198619,-0.186199303388251,-0.30081003376249,-0.16818004712754,-0.164417387539039
NF13-4173-4_5,0.0900967843210954,0.0799827973135658,-0.0853817543359971,0.104214990600302,0.469488729596738,0.171453123101795,0.0215966086365371,0.09781682519652,-0.00706469917311981,0.104475548066701,0.000163799457447467,-0.065586335139558,0.0160835466012772,0.468126387256397,0.0025171924060222,0.0146098217705643,-0.0561844482119815,0.542337678825417,-0.039750108288776,0.0746664519674571,-0.0181363936377531,0.0732170784689187,0.470891357203788,0.115624073864053,1.79658950557968,0.261461357316139,0.0295719548557167,0.0171981110917118,-0.0791212987924048,0.109550684410791,-0.0455303467045138,0.205338711996411,0.177296172225158,-0.0688420581081834,0.25473717495736,0.466334856050507,-0.0107403929834552,-0.104512881177755,0.0335157348247213,0.231939873099309,-0.155075689310122,-0.0805606116308253,0.162988976815193,0.312658386188058,-0.119725182405256,0.172495757570445,0.485349920193731,-0.171620656006731,-0.00546104785001082,0.224729473723553,0.0365356128752342,0.0999783603502762,0.200872742579172,0.0900072085323274,0.157840190081464,-0.0436416134107808,-0.116780881024841,-0.146861893120083,-0.209987342982261,-0.243841102874391,-0.201005265584995,-0.212479520947675,-0.252477144640673,-0.178382421424999,-0.324758357116644,-0.189104325478738,-0.206172139887574,-0.215487728333776,-0.221673624240033,-0.186901050959053,-0.279375407335649,-0.216710588416618,-0.316536636577215,-0.106895628259623,-0.216195538241089,-0.226845478291583,-0.138891387574283,-0.136187740711421,-0.240162862426431,-0.365172489863178,0.202141953755308,-0.149904465208347,-0.0398643067696603,-0.364053110656996,-0.111548599527646,-0.227223793897742,-0.115861886194109,-0.402336639684178,-0.255417950096024,-0.16574864278277,-0.226618636158705,-0.0491469628257098,-0.175403310015395,-0.193359703748214
